Code Smell,Project,Package,Class,Method,Method,Class,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Long Method,MediaBrowser.Providers,MediaBrowser.Providers.TV,SeriesMetadataService,"AfterMetadataRefresh(Series item, MetadataRefreshOptions refreshOptions, CancellationToken cancellationToken)","AfterMetadataRefresh(Series item, MetadataRefreshOptions refreshOptions, CancellationToken cancellationToken)",SeriesMetadataService,0,3,2,2,2,0,1
Long Method,MediaBrowser.XbmcMetadata,MediaBrowser.XbmcMetadata.Configuration,NfoConfigurationFactory,GetConfigurations(),GetConfigurations(),NfoConfigurationFactory,0,0,0,0,0,0,0
Long Method,MediaBrowser.XbmcMetadata,MediaBrowser.XbmcMetadata.Parsers,BaseNfoParser,"Fetch(MetadataResult<T> item, string metadataFile, CancellationToken cancellationToken)","Fetch(MetadataResult<T> item, string metadataFile, CancellationToken cancellationToken)",BaseNfoParser,0,3,2,2,2,1,2
Long Method,MediaBrowser.XbmcMetadata,MediaBrowser.XbmcMetadata.Parsers,BaseNfoParser,"Fetch(MetadataResult<T> item, string metadataFile, XmlReaderSettings settings, CancellationToken cancellationToken)","Fetch(MetadataResult<T> item, string metadataFile, XmlReaderSettings settings, CancellationToken cancellationToken)",BaseNfoParser,0,4,2,2,4,1,2
Long Method,MediaBrowser.XbmcMetadata,MediaBrowser.XbmcMetadata.Parsers,BaseNfoParser,"FetchDataFromXmlNode(XmlReader reader, MetadataResult<T> itemResult)","FetchDataFromXmlNode(XmlReader reader, MetadataResult<T> itemResult)",BaseNfoParser,0,2,3,2.0078125,4,1,2
Long Method,MediaBrowser.XbmcMetadata,MediaBrowser.XbmcMetadata.Parsers,BaseNfoParser,"FetchFromFileInfoNode(XmlReader reader, T item)","FetchFromFileInfoNode(XmlReader reader, T item)",BaseNfoParser,0,2,2,2,1,1,2
Long Method,MediaBrowser.XbmcMetadata,MediaBrowser.XbmcMetadata.Parsers,BaseNfoParser,"ParseProviderLinks(T item, string xml)","ParseProviderLinks(T item, stringxml)",BaseNfoParser,0,2,2,2,0,1,2
Long Method,MediaBrowser.XbmcMetadata,MediaBrowser.XbmcMetadata.Parsers,SeasonNfoParser,"FetchDataFromXmlNode(XmlReader reader, MetadataResult<Season> itemResult)","FetchDataFromXmlNode(XmlReader reader, MetadataResult<Season> itemResult)",SeasonNfoParser,0,2,2,2,0,0,0
Long Method,MediaBrowser.XbmcMetadata,MediaBrowser.XbmcMetadata.Parsers,SeriesNfoParser,"FetchDataFromXmlNode(XmlReader reader, MetadataResult<Series> itemResult)","FetchDataFromXmlNode(XmlReader reader, MetadataResult<Series> itemResult)",SeriesNfoParser,0,2,2,2,0,0,0
Long Method,MediaBrowser.XbmcMetadata,MediaBrowser.XbmcMetadata.Savers,BaseNfoSaver,"AddActors(List<PersonInfo> people, XmlWriter writer, ILibraryManager libraryManager, bool saveImagePath)","AddActors(List<PersonInfo> people, XmlWriter writer, ILibraryManager libraryManager, bool saveImagePath)",BaseNfoSaver,0,4,4,2.1538461538461537,3,0,2
Long Method,MediaBrowser.XbmcMetadata,MediaBrowser.XbmcMetadata.Savers,BaseNfoSaver,"AddCommonNodes(BaseItem item, XmlWriter writer, ILibraryManager libraryManager, IUserManager userManager, IUserDataManager userDataRepo, IServerConfigurationManager config)","AddCommonNodes(BaseItem item, XmlWriter writer, ILibraryManager libraryManager, IUserManager userManager, IUserDataManager userDataRepo, IServerConfigurationManager config)",BaseNfoSaver,0,6,4,2.2,9,0,2
Long Method,MediaBrowser.XbmcMetadata,MediaBrowser.XbmcMetadata.Savers,MovieNfoSaver,GetTagsUsed(BaseItem item),GetTagsUsed(BaseItem item),MovieNfoSaver,0,1,2,2,0,0,0
Long Method,MediaBrowser.XbmcMetadata,MediaBrowser.XbmcMetadata.Savers,SeasonNfoSaver,"WriteCustomElements(BaseItem item, XmlWriter writer)","WriteCustomElements(BaseItem item, XmlWriter writer)",SeasonNfoSaver,0,2,4,3,0,0,0
Long Method,Lidgren.Network,Lidgren.Network,MersenneTwisterRandom,GenRandAll(),,,0,0,0,0,0,3,15
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,createUValueOf(ulong value),,,0,1,0,0,0,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,"Divide(int[] x, int[] y)",,,0,2,2,2,14,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,Divide(NetBigInteger val),,,0,1,2,2,6,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,"FastExtEuclid(long a, long b, long[] uOut)",,,0,3,0,0,0,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,LastNBits(int n),,,0,1,3,2.5,0,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,"ModPow(NetBigInteger exponent, NetBigInteger m)",,,0,2,3,2.090909090909091,20,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,Remainder(int m),,,0,1,2,2,0,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,"Remainder(int[] x, int[] y)",,,0,2,2,2,10,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,Remainder(NetBigInteger n),,,0,1,2,2,6,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,ShiftRight(int n),,,0,1,2,2,2,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,"ShiftRightInPlace(int start, int[] mag, int n)",,,0,3,0,0,0,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,"Subtract(int xStart, int[] x, int yStart, int[] y)",,,0,4,2,2,0,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,Subtract(NetBigInteger n),,,0,1,2,2,5,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,ToByteArray(),,,0,0,0,0,1,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,ToByteArray(bool unsigned),,,0,1,0,0,1,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,ToString(),,,0,0,0,0,1,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBigInteger,ToString(int radix),,,0,1,2,2,5,5,21
Long Method,Lidgren.Network,Lidgren.Network,NetBitWriter,"ReadBytes(byte[] fromBuffer, int numberOfBytes, int readBitOffset, byte[] destination, int destinationByteOffset)",,,0,5,2,2,0,0,0
Long Method,Lidgren.Network,Lidgren.Network,NetBitWriter,"ReadVariableUInt32(byte[] buffer, ref int offset)",,,0,2,2,2,0,0,0
Long Method,Lidgren.Network,Lidgren.Network,NetBitWriter,"WriteByte(byte source, int numberOfBits, byte[] destination, int destBitOffset)",,,0,4,2,2,0,0,0
Long Method,Lidgren.Network,Lidgren.Network,NetBitWriter,"WriteBytes(byte[] source, int sourceByteOffset, int numberOfBytes, byte[] destination, int destBitOffset)",,,0,5,2,2,0,0,0
Long Method,Lidgren.Network,Lidgren.Network,NetBlockEncryptionBase,Decrypt(NetIncomingMessage msg),,,0,1,2,2,1,1,1
Long Method,Lidgren.Network,Lidgren.Network,NetCryptoProviderBase,Decrypt(NetIncomingMessage msg),,,0,1,2,2,0,1,0
Long Method,Lidgren.Network,Lidgren.Network,NetCryptoProviderBase,"SetKey(byte[] data, int offset, int count)",,,0,3,0,0,0,1,0
Long Method,Lidgren.Network,Lidgren.Network,NetFragmentationHelper,"GetBestChunkSize(int group, int totalBytes, int mtu)",,,0,3,0,0,2,0,0
Long Method,Lidgren.Network,Lidgren.Network,NetQueue,Clear(),,,0,0,2,2,0,3,4
Long Method,Lidgren.Network,Lidgren.Network,NetQueue,Contains(T item),,,0,1,2,2,0,3,4
Long Method,Lidgren.Network,Lidgren.Network,NetQueue,Enqueue(IEnumerable<T> items),,,0,1,2,2,1,3,4
Long Method,Lidgren.Network,Lidgren.Network,NetQueue,Enqueue(T item),,,0,1,2,2,1,3,4
Long Method,Lidgren.Network,Lidgren.Network,NetQueue,TryDrain(IList<T> addTo),,,0,1,2,2,0,3,4
Long Method,Lidgren.Network,Lidgren.Network,NetQueue,TryPeek(int offset),,,0,1,2,2,0,3,4
Long Method,Lidgren.Network,Lidgren.Network,NetRandom,"NextBytes(byte[] buffer, int offset, int length)",,,0,3,0,0,2,2,3
Long Method,Lidgren.Network,Lidgren.Network,NetRandom,NextBytes(byte[] buffer),,,0,1,0,0,1,2,3
Long Method,Lidgren.Network,Lidgren.Network,NetReliableSenderChannel,DestoreMessage(int storeIndex),,,0,1,3,2.5,0,7,5
Long Method,Lidgren.Network,Lidgren.Network,NetReliableSenderChannel,"ReceiveAcknowledge(float now, int seqNr)",,,0,2,3,2.111111111111111,2,7,5
Long Method,Lidgren.Network,Lidgren.Network,NetSRP,"CreateEncryption(NetPeer peer, byte[] sessionValue)",,,0,2,2,2,1,0,3
Long Method,Lidgren.Network,Lidgren.Network,NetUPnP,GetExternalIP(),,,0,0,2,2,2,6,6
Long Method,Lidgren.Network,Lidgren.Network,NetUtility,GetMyAddress(out IPAddress mask),,,0,1,2,2,1,0,0
Long Method,Lidgren.Network,Lidgren.Network,NetUtility,"Resolve(string ipOrHost, int port)",,,0,2,0,0,1,0,0
Long Method,Lidgren.Network,Lidgren.Network,NetUtility,Resolve(string ipOrHost),,,0,1,2,2,0,0,0
Long Method,Lidgren.Network,Lidgren.Network,NetUtility,SortMembersList(System.Reflection.MemberInfo[] list),,,0,1,2,2,0,0,0
Long Method,Lidgren.Network,Lidgren.Network,NetXtea,"DecryptBlock(byte[] source, int sourceOffset, byte[] destination)",,,0,3,0,0,4,0,6
Long Method,MonoGame.Content.Builder,MonoGame.Content.Builder,BuildContent,"Build(out int successCount, out int errorCount)",,,0,2,3,2.2580645161290325,3,14,7
Long Method,MonoGame.Content.Builder,MonoGame.Content.Builder,BuildContent,OnBuild(string sourceFile),,,0,1,3,2.090909090909091,0,14,7
Long Method,MonoGame.Content.Builder,MonoGame.Content.Builder,ConsoleLogger,"LogWarning(string helpLink, ContentIdentity contentIdentity, string message, params object[] messageArgs)",,,0,4,2,2,0,0,0
Long Method,MonoGame.Content.Builder,MonoGame.Content.Builder,MGBuildParser,Parse(IEnumerable<string> args),,,0,1,2,2,6,0,5
Long Method,MonoGame.Content.Builder,MonoGame.Content.Builder,MGBuildParser,"ParsePreprocessArg(string arg, List<string> output, Stack<IfCondition> ifstack, bool inResponseFile)",,,0,4,2,2,1,0,5
Long Method,MonoGame.Content.Builder,MonoGame.Content.Builder,MGBuildParser,"SetOption(MemberInfo member, string value)",,,0,2,2,2,8,0,5
Long Method,MonoGame.Content.Builder,MonoGame.Content.Builder,Program,Main(string[] args),GenRandAll(),MersenneTwisterRandom,0,1,4,2.4444444444444446,0,0,0
Long Method,MonoGame.Content.Builder.Editor,MonoGame.Tools.Pipeline.Utilities,ProcessStartInfoExtensions,"ResolveCommand(string fileName, IEnumerable<string> searchPaths, bool waitForExit)",createUValueOf(ulong value),NetBigInteger,0,3,2,2,0,0,0
Long Method,MonoGame.Effect.Compiler,Microsoft.Xna.Framework,BoundingFrustum,Contains(BoundingBox box),"Divide(int[] x, int[] y)",NetBigInteger,0,1,2,2,1,1,3
Long Method,MonoGame.Effect.Compiler,Microsoft.Xna.Framework,BoundingFrustum,Contains(BoundingFrustum frustum),Divide(NetBigInteger val),NetBigInteger,0,1,2,2,1,1,3
Long Method,MonoGame.Effect.Compiler,Microsoft.Xna.Framework,BoundingFrustum,Contains(BoundingSphere sphere),"FastExtEuclid(long a, long b, long[] uOut)",NetBigInteger,0,1,2,2,1,1,3
Long Method,MonoGame.Effect.Compiler,Microsoft.Xna.Framework,BoundingFrustum,"Contains(ref BoundingBox box, out ContainmentType result)",LastNBits(int n),NetBigInteger,0,2,2,2,0,1,3
Long Method,MonoGame.Effect.Compiler,Microsoft.Xna.Framework,BoundingFrustum,"Contains(ref BoundingSphere sphere, out ContainmentType result)","ModPow(NetBigInteger exponent, NetBigInteger m)",NetBigInteger,0,2,2,2,0,1,3
Long Method,MonoGame.Effect.Compiler,Microsoft.Xna.Framework,BoundingFrustum,"Contains(ref Vector3 point, out ContainmentType result)",Remainder(NetBigInteger n),NetBigInteger,0,2,2,2,0,1,3
Long Method,MonoGame.Effect.Compiler,Microsoft.Xna.Framework,BoundingFrustum,Contains(Vector3 point),ShiftRight(int n),NetBigInteger,0,1,2,2,1,1,3
Long Method,MonoGame.Effect.Compiler,Microsoft.Xna.Framework.Content.Pipeline,LoadedTypeCollection,ScanAssembly(Assembly ass),"ShiftRightInPlace(int start, int[] mag, int n)",NetBigInteger,0,1,2,2,0,0,1
Long Method,MonoGame.Effect.Compiler,Microsoft.Xna.Framework.Design,VectorConversion,"CanConvertTo(ITypeDescriptorContext context, Type destinationType)","Subtract(int xStart, int[] x, int yStart, int[] y)",NetBigInteger,0,2,2,2,0,0,0
Long Method,MonoGame.Effect.Compiler,MonoGame.Effect,CommandLineParser,"GetOptionNameAndDescription(FieldInfo field, out String description)",ToByteArray(bool unsigned),NetBigInteger,0,2,0,0,0,5,0
Long Method,MonoGame.Effect.Compiler,MonoGame.Effect,CommandLineParser,"SetOption(FieldInfo field, string value)",ToString(int radix),NetBigInteger,0,2,2,2,7,5,0
Long Method,MonoGame.Effect.Compiler,MonoGame.Effect,OpenGLShaderProfile,"CreateShader(ShaderResult shaderResult, string shaderFunction, string shaderProfile, bool isVertexShader, EffectObject effect, ref string errorsAndWarnings)","ReadBytes(byte[] fromBuffer, int numberOfBytes, int readBitOffset, byte[] destination, int destinationByteOffset)",NetBitWriter,0,6,3,2.25,0,0,2
Long Method,MonoGame.Effect.Compiler,MonoGame.Effect,OpenGLShaderProfile,ValidateShaderModels(PassInfo pass),"ReadVariableUInt32(byte[] buffer, ref int offset)",NetBitWriter,0,1,2,2,0,0,2
Long Method,MonoGame.Effect.Compiler,MonoGame.Framework.Utilities,CurrentPlatform,Init(),"WriteByte(byte source, int numberOfBits, byte[] destination, int destBitOffset)",NetBitWriter,0,0,2,2,1,0,2
Long Method,MonoGame.Effect.Compiler,MonoGame.Framework.Utilities,Hash,ComputeHash(params byte[] data),"WriteBytes(byte[] source, int sourceByteOffset, int numberOfBytes, byte[] destination, int destBitOffset)",NetBitWriter,0,1,0,0,0,0,0
Long Method,MonoGame.Effect.Compiler,MonoGame.Framework.Utilities,Hash,ComputeHash(Stream stream),Decrypt(NetIncomingMessage msg),NetBlockEncryptionBase,0,1,4,3,0,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline,ContentStatsCollection,Read(string outputPath),Decrypt(NetIncomingMessage msg),NetCryptoProviderBase,0,1,3,2.1538461538461537,1,0,4
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline,DdsLoader,"CreateBitmapContent(SurfaceFormat format, int width, int height)","SetKey(byte[] data, int offset, int count)",NetCryptoProviderBase,0,3,0,0,0,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline,DdsLoader,"GetBitmapSize(SurfaceFormat format, int width, int height)","GetBestChunkSize(int group, int totalBytes, int mtu)",NetFragmentationHelper,0,3,2,2,0,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline,DdsLoader,"Import(string filename, ContentImporterContext context)",Clear(),NetQueue,0,2,4,2.2,10,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline,LoadedTypeCollection,ScanAssembly(Assembly ass),Contains(T item),NetQueue,0,1,2,2,0,0,1
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline,OpenAssetImporter,"CreateGeometry(MeshContent mesh, Mesh aiMesh)",Enqueue(T item),NetQueue,0,2,4,2.65,1,9,13
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline,OpenAssetImporter,ImportTextureContentRef(TextureSlot textureSlot),TryDrain(IList<T> addTo),NetQueue,0,1,3,2.9,0,9,13
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline,TargetPlatformTypeConverter,"ConvertFrom(ITypeDescriptorContext context, CultureInfo culture, object value)",TryPeek(int offset),NetQueue,0,3,2,2,0,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline,WavImporter,"Import(string filename, ContentImporterContext context)","NextBytes(byte[] buffer, int offset, int length)",NetRandom,0,2,2,2,0,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline.Audio,AudioFormat,ConstructNativeWaveFormat(),DestoreMessage(int storeIndex),NetReliableSenderChannel,0,0,2,2,0,7,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline.Audio,DefaultAudioProfile,"ConvertStreamingAudio(TargetPlatform platform, ConversionQuality quality, AudioContent content, ref string outputFileName)","ReceiveAcknowledge(float now, int seqNr)",NetReliableSenderChannel,0,4,2,2,1,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline.Builder.Convertors,StringToColorConverter,"ConvertFrom(ITypeDescriptorContext context, System.Globalization.CultureInfo culture, object value)","CreateEncryption(NetPeer peer, byte[] sessionValue)",NetSRP,0,3,2,2,0,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline.Graphics,AtcBitmapContent,"TryCopyTo(BitmapContent destinationBitmap, Rectangle sourceRegion, Rectangle destinationRegion)",GetExternalIP(),NetUPnP,0,3,2,2,1,1,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline.Graphics,BitmapUtils,"IsAlphaEntirely(byte expectedAlpha, BitmapContent bitmap, Rectangle? region = null)",GetMyAddress(out IPAddress mask),NetUtility,0,3,2,2,0,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline.Graphics,DefaultTextureProfile,"Requirements(ContentProcessorContext context, TextureProcessorOutputFormat format, out bool requiresPowerOfTwo, out bool requiresSquare)",Resolve(string ipOrHost),NetUtility,0,4,0,0,1,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline.Graphics,DefaultTextureProfile,Supports(TargetPlatform platform),SortMembersList(System.Reflection.MemberInfo[] list),NetUtility,0,1,0,0,0,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline.Graphics,DxtBitmapContent,"TryCopyFrom(BitmapContent sourceBitmap, Rectangle sourceRegion, Rectangle destinationRegion)","DecryptBlock(byte[] source, int sourceOffset, byte[] destination)",NetXtea,0,3,2,2,4,4,4
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline.Graphics,GraphicsUtil,CompressFontDXT3(TextureContent content),"LogWarning(string helpLink, ContentIdentitycontentIdentity, string message, params object[] messageArgs)",ConsoleLogger,0,1,2,2,4,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline.Graphics,GraphicsUtil,"CompressFontDXT3Block(Vector4[] colors, byte[] buffer, int offset)",Parse(IEnumerable<string> args),MGBuildParser,0,3,0,0,0,0,0
Long Method,MonoGame.Framework.Content.Pipeline,Microsoft.Xna.Framework.Content.Pipeline.Graphics,MeshHelper,"MergeDuplicatePositions(MeshContent mesh, float tolerance)","ParsePreprocessArg(string arg, List<string>output, Stack<IfCondition> ifstack, bool inResponseFile)",MGBuildParser,0,2,3,2.25,0,0,0
